office_no,municipality,corporation_name,office_name,wam_office_url,homepage_url,homepage_source,homepage_confidence,instagram_url,instagram_source,instagram_confidence,search_query,search_checked_at
1766,大阪市,特定非営利活動法人　素ｍｙ流,すまいる（らんまん）,,,,,,,,"""すまいる（らんまん）"" ""大阪市"" 素ｍｙ流 就労継続支援B型 Instagram",2026-03-12T16:12:55
1767,大阪市,一般社団法人ｂｒｏｔｈｅｒｓ,Ｓｏ－Ｔｅｎ靭,,,,,,,,"""Ｓｏ－Ｔｅｎ靭"" ""大阪市"" ｂｒｏｔｈｅｒｓ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1768,大阪市,合同会社イエロークローバー,ひまわり,,,,,,,,"""ひまわり"" ""大阪市"" イエロークローバー 就労継続支援B型 Instagram",2026-03-12T16:12:55
1769,大阪市,株式会社ワークロード,ワークロード阿波座,,,,,,,,"""ワークロード阿波座"" ""大阪市"" ワークロード 就労継続支援B型 Instagram",2026-03-12T16:12:55
177,大阪市,YourPace,ユアペース,,,,,,,,"""ユアペース"" ""大阪市"" YourPace 就労継続支援B型 Instagram",2026-03-12T16:12:55
1770,大阪市,ａｍｉｃｕｓ株式会社,ライオンギャング,,,,,,,,"""ライオンギャング"" ""大阪市"" ａｍｉｃｕｓ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1771,大阪市,株式会社ＩＣＨＩＲＯ,イズ,,,,,,,,"""イズ"" ""大阪市"" ＩＣＨＩＲＯ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1772,大阪市,一般社団法人ミレニアム,冬至,,,,,,,,"""冬至"" ""大阪市"" ミレニアム 就労継続支援B型 Instagram",2026-03-12T16:12:55
1773,大阪市,ｏｈｓｔｉａ　ｆａｃｔｏｒｙ　株式会社,集ＧＯコラボ,,,,,,,,"""集ＧＯコラボ"" ""大阪市"" ｏｈｓｔｉａ　ｆａｃｔｏｒｙ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1774,大阪市,合同会社ステップアップ,ステップアップ,,,,,,,,"""ステップアップ"" ""大阪市"" ステップアップ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1775,大阪市,株式会社ヴァリエッタ,就労継続支援Ｂ型　丘づや,,,,,,,,"""就労継続支援Ｂ型　丘づや"" ""大阪市"" ヴァリエッタ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1776,大阪市,株式会社葵,就労継続支援Ｂ型事業所　ジャムハウス,,,,,,,,"""就労継続支援Ｂ型事業所　ジャムハウス"" ""大阪市"" 葵 就労継続支援B型 Instagram",2026-03-12T16:12:55
1777,大阪市,ＯＩＳ株式会社,就労支援Ｂ型作業所　ウルウル,,,,,,,,"""就労支援Ｂ型作業所　ウルウル"" ""大阪市"" ＯＩＳ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1778,大阪市,株式会社ワークロード,ワークロード,https://workroad.amebaownd.com,https://workroad.amebaownd.com,wam_url,high,,,,"""ワークロード"" ""大阪市"" ワークロード 就労継続支援B型 Instagram",2026-03-12T16:12:55
1779,大阪市,一般社団法人あでらんて,Ｃａｆｅ　Ｚｅｎ　２０５　～ｇｉｖｅ＝ｔａｋｅ～,http://adelante.main.jp/about-cafezen205,http://adelante.main.jp/about-cafezen205,wam_url,high,,,,"""Ｃａｆｅ　Ｚｅｎ　２０５　～ｇｉｖｅ＝ｔａｋｅ～"" ""大阪市"" あでらんて 就労継続支援B型 Instagram",2026-03-12T16:12:55
178,大阪市,ねこふく株式会社,就労継続支援B型　保護猫カフェ　にゃんプチーノ,https://nyan-support.com,https://nyan-support.com,wam_url,high,,,,"""就労継続支援B型　保護猫カフェ　にゃんプチーノ"" ""大阪市"" ねこふく 就労継続支援B型 Instagram",2026-03-12T16:12:55
1780,大阪市,株式会社徳の庵,徳の庵　たつみ,http://www.ne.jp/asahi/web/to/tokunoan,http://www.ne.jp/asahi/web/to/tokunoan,wam_url,high,,,,"""徳の庵　たつみ"" ""大阪市"" 徳の庵 就労継続支援B型 Instagram",2026-03-12T16:12:55
1781,大阪市,株式会社綜和,就労継続支援Ｂ型サービス　エヌエス,,,,,,,,"""就労継続支援Ｂ型サービス　エヌエス"" ""大阪市"" 綜和 就労継続支援B型 Instagram",2026-03-12T16:12:55
1782,大阪市,株式会社徳の庵,徳の庵　恵,,,,,,,,"""徳の庵　恵"" ""大阪市"" 徳の庵 就労継続支援B型 Instagram",2026-03-12T16:12:55
1783,大阪市,スターマインド株式会社,就労継続支援Ｂ型　宇宙センター,,,,,,,,"""就労継続支援Ｂ型　宇宙センター"" ""大阪市"" スターマインド 就労継続支援B型 Instagram",2026-03-12T16:12:55
1784,大阪市,株式会社ＳＨＩＮＤＥＮ,ハッピーステーションＭＥＧＡＮＥ猿,,,,,,,,"""ハッピーステーションＭＥＧＡＮＥ猿"" ""大阪市"" ＳＨＩＮＤＥＮ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1785,大阪市,株式会社ＩＲＩＳ,就労継続支援Ｂ型　ＩＲＩＳ,,,,,,,,"""就労継続支援Ｂ型　ＩＲＩＳ"" ""大阪市"" ＩＲＩＳ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1786,大阪市,株式会社ユウ・良,就労継続支援Ｂ型　優陽,,,,,,,,"""就労継続支援Ｂ型　優陽"" ""大阪市"" ユウ・良 就労継続支援B型 Instagram",2026-03-12T16:12:55
1787,大阪市,合同会社　訪問介護ステーションМケア,笑和,,,,,,,,"""笑和"" ""大阪市"" 訪問介護ステーションМケア 就労継続支援B型 Instagram",2026-03-12T16:12:55
1788,大阪市,株式会社Ｃｏｌｏｒｓ,就労継続支援Ｂ型事業所　保護猫カフェ　Ｃｏｌｏｒｓ,,,,,,,,"""就労継続支援Ｂ型事業所　保護猫カフェ　Ｃｏｌｏｒｓ"" ""大阪市"" Ｃｏｌｏｒｓ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1789,大阪市,一般社団法人ふくろうの家,ルピナス,,,,,,,,"""ルピナス"" ""大阪市"" ふくろうの家 就労継続支援B型 Instagram",2026-03-12T16:12:55
179,大阪市,一般社団法人HERO,HERO住吉,https://snabi.jp/facility/22771,,,,,,,"""HERO住吉"" ""大阪市"" HERO 就労継続支援B型 Instagram",2026-03-12T16:12:55
1790,大阪市,ＤｒｅａｍＦｏｒｇｅ合同会社,就労継続支援Ｂ型事業所フロー,,,,,,,,"""就労継続支援Ｂ型事業所フロー"" ""大阪市"" ＤｒｅａｍＦｏｒｇｅ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1791,大阪市,株式会社さんさん,さんさん,,,,,,,,"""さんさん"" ""大阪市"" さんさん 就労継続支援B型 Instagram",2026-03-12T16:12:55
1792,大阪市,株式会社ｎｏａ,くるみ,,,,,,,,"""くるみ"" ""大阪市"" ｎｏａ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1793,大阪市,株式会社ＩＣＨＩＢＡＮ,もも,,,,,,,,"""もも"" ""大阪市"" ＩＣＨＩＢＡＮ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1794,大阪市,株式会社ＳＥＩＥＩ,Ｓｕｎワーク桃谷,,,,,,,,"""Ｓｕｎワーク桃谷"" ""大阪市"" ＳＥＩＥＩ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1795,大阪市,株式会社リアン,就労継続支援Ｂ型事業所　ザオラル,,,,,,,,"""就労継続支援Ｂ型事業所　ザオラル"" ""大阪市"" リアン 就労継続支援B型 Instagram",2026-03-12T16:12:55
1796,大阪市,Ｙ＆Ｔ合同会社,ｉｃｅ,,,,,,,,"""ｉｃｅ"" ""大阪市"" Ｙ＆Ｔ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1797,大阪市,株式会社ＴＡＫ,ＴＡＫワークステーション,,,,,,,,"""ＴＡＫワークステーション"" ""大阪市"" ＴＡＫ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1798,大阪市,ウールー合同会社,ＯＨＡＮＡ　ＤＲＥＡＭ　ＦＡＣＴＯＲＹ,,,,,,,,"""ＯＨＡＮＡ　ＤＲＥＡＭ　ＦＡＣＴＯＲＹ"" ""大阪市"" ウールー 就労継続支援B型 Instagram",2026-03-12T16:12:55
1799,大阪市,一般社団法人ミレニアム,小雪,,,,,,,,"""小雪"" ""大阪市"" ミレニアム 就労継続支援B型 Instagram",2026-03-12T16:12:55
18,大阪市,社会福祉法人つむぎ福祉会,ポンチセぴりか,http://tsumugigroup.net,http://tsumugigroup.net,wam_url,high,,,,"""ポンチセぴりか"" ""大阪市"" つむぎ福祉会 就労継続支援B型 Instagram",2026-03-12T16:12:55
180,大阪市,有限会社 泉光企画,Jobたま,,,,,,,,"""Jobたま"" ""大阪市"" 有限会社 泉光企画 就労継続支援B型 Instagram",2026-03-12T16:12:55
1800,大阪市,株式会社Ｋｉｍｂｅｒｌｙ,ぴんくぽぴー,,,,,,,,"""ぴんくぽぴー"" ""大阪市"" Ｋｉｍｂｅｒｌｙ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1801,大阪市,株式会社ＨＡＬ,ｉｔｏ,,,,,,,,"""ｉｔｏ"" ""大阪市"" ＨＡＬ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1802,大阪市,有限会社ナンクルナイサァーケアネット,障害者就労継続Ｂ型事業所　ナンクルナイサァーろくえもん,,,,,,,,"""障害者就労継続Ｂ型事業所　ナンクルナイサァーろくえもん"" ""大阪市"" 有限会社ナンクルナイサァーケアネット 就労継続支援B型 Instagram",2026-03-12T16:12:55
1803,大阪市,合同会社グリーンハウス,ぐりーんはうす,,,,,,,,"""ぐりーんはうす"" ""大阪市"" グリーンハウス 就労継続支援B型 Instagram",2026-03-12T16:12:55
1804,大阪市,社会福祉法人　水仙福祉会,ワークセンター豊新（風工房）,,,,,,,,"""ワークセンター豊新（風工房）"" ""大阪市"" 水仙福祉会 就労継続支援B型 Instagram",2026-03-12T16:12:55
1805,大阪市,特定非営利活動法人　東淀川ふれあい市民の会,東淀川ふれあい工房,,,,,,,,"""東淀川ふれあい工房"" ""大阪市"" 東淀川ふれあい市民の会 就労継続支援B型 Instagram",2026-03-12T16:12:55
1806,大阪市,株式会社アットマインド,就労支援事業所こころプラス,,,,,,,,"""就労支援事業所こころプラス"" ""大阪市"" アットマインド 就労継続支援B型 Instagram",2026-03-12T16:12:55
1807,大阪市,一般社団法人Ｋ＆Ｍロード,南国の熱帯魚,https://www.nangoku.online,https://www.nangoku.online,wam_url,high,,,,"""南国の熱帯魚"" ""大阪市"" Ｋ＆Ｍロード 就労継続支援B型 Instagram",2026-03-12T16:12:55
1808,大阪市,サン株式会社,スタッフルーム,,,,,,,,"""スタッフルーム"" ""大阪市"" サン 就労継続支援B型 Instagram",2026-03-12T16:12:55
1809,大阪市,合同会社ＯＷＬ,Ｍｉｉ,https://syubmii.wixsite.com/miiweb,https://syubmii.wixsite.com/miiweb,wam_url,high,,,,"""Ｍｉｉ"" ""大阪市"" ＯＷＬ 就労継続支援B型 Instagram",2026-03-12T16:12:55
181,大阪市,合同会社peach,Peach,https://peach2023.localinfo.jp,https://peach2023.localinfo.jp,wam_url,high,,,,"""Peach"" ""大阪市"" peach 就労継続支援B型 Instagram",2026-03-12T16:12:55
1810,大阪市,株式会社ＫＩ２,ワイプラス,,,,,,,,"""ワイプラス"" ""大阪市"" ＫＩ２ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1811,大阪市,一般社団法人Ｆｅｓｔｉｖａｌ,あおぞら,,,,,,,,"""あおぞら"" ""大阪市"" Ｆｅｓｔｉｖａｌ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1812,大阪市,株式会社ソレイユ,ＢＡＳＥ＿ＦＡＭＩＬＹ,,,,,,,,"""ＢＡＳＥ＿ＦＡＭＩＬＹ"" ""大阪市"" ソレイユ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1813,大阪市,株式会社たのしい職場,リールスワーク井高野,,,,,,,,"""リールスワーク井高野"" ""大阪市"" たのしい職場 就労継続支援B型 Instagram",2026-03-12T16:12:55
1814,大阪市,株式会社ＴＫ．フレンドリー,エンジェルフラン,,,,,,,,"""エンジェルフラン"" ""大阪市"" ＴＫ．フレンドリー 就労継続支援B型 Instagram",2026-03-12T16:12:55
1815,大阪市,特定非営利活動法人　ビハーラ２１,ワークスビハーラ２１あかんのん,,,,,,,,"""ワークスビハーラ２１あかんのん"" ""大阪市"" ビハーラ２１ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1816,大阪市,株式会社ケアオーサカ,障がい者ワークベースパンダ,,,,,,,,"""障がい者ワークベースパンダ"" ""大阪市"" ケアオーサカ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1817,大阪市,株式会社ＩＮＧコンサルティング,ハピラボ,https://snabi.jp/facility/27443,,,,,,,"""ハピラボ"" ""大阪市"" ＩＮＧコンサルティング 就労継続支援B型 Instagram",2026-03-12T16:12:55
1818,大阪市,株式会社ＴＭＳ,フェリシア,,,,,,,,"""フェリシア"" ""大阪市"" ＴＭＳ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1819,大阪市,株式会社こころばライフケア,障がい者ワークベースパンダぷらす,,,,,,,,"""障がい者ワークベースパンダぷらす"" ""大阪市"" こころばライフケア 就労継続支援B型 Instagram",2026-03-12T16:12:55
182,大阪市,株式会社MR-AYR,就労継続支援Ｂ型作業所ONE RING,,,,,,,,"""就労継続支援Ｂ型作業所ONE RING"" ""大阪市"" MR-AYR 就労継続支援B型 Instagram",2026-03-12T16:12:55
1820,大阪市,一般社団法人大阪生活就労支援センター,パプリカ,,,,,,,,"""パプリカ"" ""大阪市"" 大阪生活就労支援センター 就労継続支援B型 Instagram",2026-03-12T16:12:55
1821,大阪市,合同会社ＲＩＡＮ,合同会社ＲＩＡＮ　こもれびの里,,,,,,,,"""合同会社ＲＩＡＮ　こもれびの里"" ""大阪市"" ＲＩＡＮ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1822,大阪市,一般社団法人あるとぶるぐ,さんさんワークス,,,,,,,,"""さんさんワークス"" ""大阪市"" あるとぶるぐ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1823,大阪市,社会福祉法人ヒューマンライツ福祉協会,総合就労支援福祉施設にしなりＷｉｎｇ,http://humannet.or.jp,http://humannet.or.jp,wam_url,high,,,,"""総合就労支援福祉施設にしなりＷｉｎｇ"" ""大阪市"" ヒューマンライツ福祉協会 就労継続支援B型 Instagram",2026-03-12T16:12:55
1824,大阪市,有限会社守成堂,サポートセンターあるす,,,,,,,,"""サポートセンターあるす"" ""大阪市"" 有限会社守成堂 就労継続支援B型 Instagram",2026-03-12T16:12:55
1825,大阪市,社会福祉法人　精神障害者社会復帰促進協会,ふれあいの里,http://www.hukikyo.jp/fureainosato.html,http://www.hukikyo.jp/fureainosato.html,wam_url,high,,,,"""ふれあいの里"" ""大阪市"" 精神障害者社会復帰促進協会 就労継続支援B型 Instagram",2026-03-12T16:12:55
1826,大阪市,ＮＰＯ法人　ポッポ,ポッポ,,,,,,,,"""ポッポ"" ""大阪市"" ＮＰＯ法人　ポッポ 就労継続支援B型 Instagram",2026-03-12T16:12:55
1827,大阪市,有限会社プチトマト,エコボックス,,,,,,,,"""エコボックス"" ""大阪市"" 有限会社プチトマト 就労継続支援B型 Instagram",2026-03-12T16:12:55
1828,大阪市,合同会社ハチロー,プラザ中央,,,,,,,,"""プラザ中央"" ""大阪市"" ハチロー 就労継続支援B型 Instagram",2026-03-12T16:12:55
1829,大阪市,株式会社十全,おやの心,,,,,,,,"""おやの心"" ""大阪市"" 十全 就労継続支援B型 Instagram",2026-03-12T16:12:55
183,大阪市,ライフカンパニー株式会社,ライフカンパニー住吉,https://lifecompany10.wixsite.com/website,https://lifecompany10.wixsite.com/website,wam_url,high,,,,"""ライフカンパニー住吉"" ""大阪市"" ライフカンパニー 就労継続支援B型 Instagram",2026-03-12T16:12:55
1830,大阪市,一般社団法人ひだまりの家,ひだまりの家,http://hidamarinoie.net,http://hidamarinoie.net,wam_url,high,,,,"""ひだまりの家"" ""大阪市"" ひだまりの家 就労継続支援B型 Instagram",2026-03-12T16:12:55
1831,大阪市,株式会社　ニュービレッジ,就労継続支援Ｂ型ぜろ,,,,,,,,"""就労継続支援Ｂ型ぜろ"" ""大阪市"" ニュービレッジ 就労継続支援B型 Instagram",2026-03-12T16:12:55
